"LEAID	LEA_NAME	ST	d_Locale_Txt	SCHOOL_YEAR	AIAN	Asian	Black	Hispanic	White	Total	diverse	usa_state_latitude	usa_state_longitude	usa_state"
"2625980	northville public schools	MI	suburban-large	2016-2017	0.180005539	19.46829133	2.838548878	3.544724453	71.24065356	7222	Diverse	44.314844	-85.602364	Michigan"
"2626010	northwest community schools	MI	suburban-small	1994-1995	0.345423143	0.949913644	1.583189407	0.690846287	96.43062752	3474	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626010	northwest community schools	MI	suburban-small	2016-2017	0.125274037	1.190103351	2.693391795	5.230191043	83.7456937	3193	Undiverse	44.314844	-85.602364	Michigan"
"2626040	norway-vulcan area schools	MI	rural-fringe	1994-1995	0.0	0.0	0.0	0.0	100.0	1140	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626040	norway-vulcan area schools	MI	rural-fringe	2016-2017	0.0	0.140056022	0.0	2.661064426	95.37815126	714	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626100	nottawa community school	MI	rural-distant	1994-1995	0.0	0.0	0.546448087	0.0	99.45355191	183	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626100	nottawa community school	MI	rural-distant	2016-2017	0.0	0.0	0.757575758	0.0	97.72727273	132	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626130	novi community school district	MI	city-small	1994-1995	0.021486893	7.864202836	1.50408251	0.795015041	89.81521272	4654	Undiverse	44.314844	-85.602364	Michigan"
"2626130	novi community school district	MI	city-small	2016-2017	0.109170306	42.10854648	7.563942608	3.415470992	44.46350593	6412	Diverse	44.314844	-85.602364	Michigan"
"2626190	oak park school district of the city of	MI	suburban-large	1994-1995	0.059049306	1.180986123	71.50870977	0.413345143	26.83790965	3387	Diverse	44.314844	-85.602364	Michigan"
"2626190	oak park school district of the city of	MI	suburban-large	2016-2017	0.077901844	0.025967281	96.90989353	0.285640093	2.363022592	3851	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626220	oakridge public schools	MI	suburban-midsize	1994-1995	2.032085561	0.748663102	1.711229947	4.171122995	91.3368984	1870	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626220	oakridge public schools	MI	suburban-midsize	2016-2017	0.654911839	0.654911839	2.01511335	8.564231738	84.73551637	1985	Undiverse	44.314844	-85.602364	Michigan"
"2626280	okemos public schools	MI	suburban-large	1994-1995	0.747230095	8.142231384	5.204844112	1.906725071	83.99896934	3881	Undiverse	44.314844	-85.602364	Michigan"
"2626280	okemos public schools	MI	suburban-large	2016-2017	0.233808744	22.2352116	6.429740472	5.868599486	59.1068506	4277	Diverse	44.314844	-85.602364	Michigan"
"2626370	olivet community schools	MI	rural-distant	1994-1995	0.306983883	0.306983883	0.306983883	1.151189563	97.92785879	1303	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626370	olivet community schools	MI	rural-distant	2016-2017	0.132100396	0.198150594	0.660501982	3.830911493	93.98943197	1514	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626400	onaway area community school district	MI	rural-remote	1994-1995	0.203665988	0.0	0.305498982	0.0	99.49083503	982	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626400	onaway area community school district	MI	rural-remote	2016-2017	0.82781457	0.0	0.496688742	0.993377483	93.70860927	604	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626430	oneida township s/d #3	MI	rural-fringe	1994-1995	0.0	0.0	0.0	0.0	100.0	23	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626430	oneida township s/d #3	MI	rural-fringe	2016-2017	0.0	0.0	0.0	0.0	100.0	16	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626490	onekama consolidated schools	MI	rural-distant	1994-1995	0.988142292	0.0	0.790513834	5.335968379	92.88537549	506	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626490	onekama consolidated schools	MI	rural-distant	2016-2017	3.448275862	0.0	0.459770115	6.436781609	85.51724138	435	Undiverse	44.314844	-85.602364	Michigan"
"2626520	onsted community schools	MI	rural-distant	1994-1995	0.359928014	0.719856029	0.23995201	2.579484103	96.10077984	1667	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626520	onsted community schools	MI	rural-distant	2016-2017	0.581818182	0.290909091	0.654545455	5.963636364	90.32727273	1375	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626550	ontonagon area school district	MI	rural-remote	1994-1995	2.857142857	0.519480519	0.38961039	0.649350649	95.58441558	770	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626550	ontonagon area school district	MI	rural-remote	2016-2017	0.0	0.33557047	0.33557047	0.67114094	97.65100671	298	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626760	orchard view schools	MI	rural-fringe	1994-1995	0.69218241	0.407166124	3.583061889	2.972312704	92.34527687	2456	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626760	orchard view schools	MI	rural-fringe	2016-2017	0.686813187	0.824175824	13.18681319	9.935897436	68.22344322	2184	Diverse	44.314844	-85.602364	Michigan"
"2626940	dollar bay-tamarack city area schools	MI	town-remote	1994-1995	0.0	0.655737705	0.0	0.0	99.3442623	305	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626940	dollar bay-tamarack city area schools	MI	town-remote	2016-2017	0.917431193	0.0	0.917431193	1.22324159	96.63608563	327	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626970	oscoda area schools	MI	rural-fringe	1994-1995	0.451059991	0.766801985	0.811907984	0.947225981	97.02300406	2217	Extremely undiverse	44.314844	-85.602364	Michigan"
"2626970	oscoda area schools	MI	rural-fringe	2016-2017	0.521285838	0.434404865	0.868809731	4.344048653	89.57428323	1151	Undiverse	44.314844	-85.602364	Michigan"
"2627060	otsego public schools	MI	town-fringe	1994-1995	0.862422998	0.246406571	0.698151951	0.533880903	97.65913758	2435	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627060	otsego public schools	MI	town-fringe	2016-2017	0.131291028	1.444201313	1.575492341	3.06345733	91.68490153	2285	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627150	ovid-elsie area schools	MI	rural-distant	1994-1995	0.222593211	0.222593211	0.445186422	2.893711742	96.21591541	1797	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627150	ovid-elsie area schools	MI	rural-distant	2016-2017	0.066312997	0.464190981	0.132625995	4.708222812	93.83289125	1508	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627180	owendale-gagetown area school district	MI	rural-remote	1994-1995	0.625	0.3125	0.9375	1.5625	96.5625	320	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627180	owendale-gagetown area school district	MI	rural-remote	2016-2017	0.0	0.0	0.0	7.843137255	90.19607843	153	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627210	owosso public schools	MI	town-distant	1994-1995	0.087777046	0.680272109	0.329163924	2.040816327	96.86197059	4557	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627210	owosso public schools	MI	town-distant	2016-2017	0.066357001	0.630391506	0.298606503	4.04777704	91.14134041	3014	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627240	oxford community schools	MI	suburban-large	1994-1995	0.325309044	0.390370852	1.008458035	1.26870527	97.0071568	3074	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627240	oxford community schools	MI	suburban-large	2016-2017	0.04091653	2.291325696	2.659574468	5.953355155	85.65875614	4888	Undiverse	44.314844	-85.602364	Michigan"
"2627420	parchment school district	MI	suburban-midsize	1994-1995	1.004155125	9.903047091	4.362880886	4.362880886	80.36703601	2888	Undiverse	44.314844	-85.602364	Michigan"
"2627420	parchment school district	MI	suburban-midsize	2016-2017	0.396301189	0.858652576	7.992073976	7.992073976	72.52311757	1514	Diverse	44.314844	-85.602364	Michigan"
"2627660	paw paw public school district	MI	town-fringe	1994-1995	0.19258546	0.433317285	1.925854598	3.707270101	93.74097256	2077	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627660	paw paw public school district	MI	town-fringe	2016-2017	0.190385531	0.809138505	1.665873394	7.615421228	86.95859115	2101	Undiverse	44.314844	-85.602364	Michigan"
"2627690	peck community school district	MI	rural-distant	1994-1995	0.174216028	0.0	0.0	1.219512195	98.60627178	574	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627690	peck community school district	MI	rural-distant	2016-2017	0.0	0.280898876	0.842696629	4.775280899	93.25842697	356	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627720	pellston public schools	MI	rural-distant	1994-1995	8.458390177	0.136425648	0.272851296	0.818553888	90.31377899	733	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627720	pellston public schools	MI	rural-distant	2016-2017	6.547619048	0.198412698	1.785714286	1.19047619	75.5952381	504	Undiverse	44.314844	-85.602364	Michigan"
"2627810	pennfield schools	MI	rural-fringe	1994-1995	0.928612885	0.348229832	3.540336622	0.812536274	94.37028439	1723	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627810	pennfield schools	MI	rural-fringe	2016-2017	0.908677874	0.499772831	4.543389368	5.724670604	82.05361199	2201	Undiverse	44.314844	-85.602364	Michigan"
"2627840	pentwater public school district	MI	rural-distant	1994-1995	0.5	0.75	0.0	3.75	95.0	400	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627840	pentwater public school district	MI	rural-distant	2016-2017	0.354609929	0.0	0.354609929	8.156028369	85.81560284	282	Undiverse	44.314844	-85.602364	Michigan"
"2627900	perry public schools	MI	town-fringe	1994-1995	0.57381325	0.678142932	0.678142932	0.782472613	97.28742827	1917	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627900	perry public schools	MI	town-fringe	2016-2017	0.335289187	0.335289187	0.25146689	1.341156748	93.21039396	1193	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627930	public schools of petoskey	MI	town-remote	1994-1995	2.64301231	0.651701665	0.398262129	1.122375091	95.18464881	2762	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627930	public schools of petoskey	MI	town-remote	2016-2017	4.032258065	1.086956522	0.420757363	1.26227209	87.86816269	2852	Undiverse	44.314844	-85.602364	Michigan"
"2627960	pewamo-westphalia community schools	MI	rural-distant	1994-1995	0.0	0.0	0.0	0.0	100.0	639	Extremely undiverse	44.314844	-85.602364	Michigan"
"2627960	pewamo-westphalia community schools	MI	rural-distant	2016-2017	0.15600624	0.468018721	0.31201248	7.176287051	90.48361934	641	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628020	pickford public schools	MI	rural-distant	1994-1995	7.389162562	0.246305419	0.0	0.246305419	92.1182266	406	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628020	pickford public schools	MI	rural-distant	2016-2017	24.28198433	2.088772846	1.044386423	0.0	72.5848564	383	Diverse	44.314844	-85.602364	Michigan"
"2628140	pinckney community schools	MI	rural-fringe	1994-1995	0.176856998	0.151591713	0.075795856	0.480040424	99.11571501	3958	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628140	pinckney community schools	MI	rural-fringe	2016-2017	0.235136043	0.772589856	0.436681223	2.317769567	94.52468928	2977	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628170	pinconning area schools	MI	rural-distant	1994-1995	1.744186047	0.268336315	0.223613596	3.220035778	94.54382826	2236	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628170	pinconning area schools	MI	rural-distant	2016-2017	0.531914894	0.455927052	0.683890578	3.419452888	92.0212766	1316	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628200	pine river area schools	MI	rural-remote	1994-1995	0.723589001	0.434153401	0.361794501	1.230101302	97.25036179	1382	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628200	pine river area schools	MI	rural-remote	2016-2017	0.782778865	0.391389432	1.56555773	3.326810176	92.66144814	1022	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628500	pittsford area schools	MI	rural-distant	1994-1995	0.0	0.0	0.0	0.117096019	99.88290398	854	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628500	pittsford area schools	MI	rural-distant	2016-2017	0.36036036	0.36036036	1.081081081	2.342342342	91.89189189	555	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628530	plainwell community schools	MI	town-fringe	1994-1995	0.0	0.790201501	0.671671276	1.540892928	96.99723429	2531	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628530	plainwell community schools	MI	town-fringe	2016-2017	0.187406297	1.386806597	1.424287856	5.547226387	89.91754123	2668	Undiverse	44.314844	-85.602364	Michigan"
"2628560	plymouth-canton community schools	MI	suburban-large	1994-1995	0.40446304	4.016736402	1.980474198	0.948396095	92.64993026	14340	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628560	plymouth-canton community schools	MI	suburban-large	2016-2017	0.322353769	11.92122846	9.453756887	4.21990388	69.95662877	17062	Diverse	44.314844	-85.602364	Michigan"
"2628740	pontiac city school district	MI	city-small	1994-1995	0.705590447	2.985190354	56.50926572	9.39753431	30.40241917	12897	Diverse	44.314844	-85.602364	Michigan"
"2628740	pontiac city school district	MI	city-small	2016-2017	0.251509054	3.722334004	51.60965795	33.70221328	7.947686117	3976	Diverse	44.314844	-85.602364	Michigan"
"2628830	port huron area school district	MI	suburban-small	1994-1995	1.596528574	0.867856558	5.698378909	2.57082037	89.26641559	12214	Undiverse	44.314844	-85.602364	Michigan"
"2628830	port huron area school district	MI	suburban-small	2016-2017	0.591996211	0.92351409	8.63130476	6.405399005	76.58062988	8446	Undiverse	44.314844	-85.602364	Michigan"
"2628890	houghton-portage township school district	MI	rural-fringe	1994-1995	0.080450523	5.148833467	0.241351569	0.080450523	94.44891392	1243	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628890	houghton-portage township school district	MI	rural-fringe	2016-2017	0.576368876	6.340057637	0.360230548	0.720461095	88.04034582	1388	Undiverse	44.314844	-85.602364	Michigan"
"2628950	portage public schools	MI	city-small	1994-1995	0.403225806	3.398617512	3.237327189	1.751152074	91.20967742	8680	Extremely undiverse	44.314844	-85.602364	Michigan"
"2628950	portage public schools	MI	city-small	2016-2017	0.106534091	6.54592803	4.6875	5.610795455	74.72774621	8448	Diverse	44.314844	-85.602364	Michigan"
"2629120	portland public schools	MI	town-distant	1994-1995	0.0	0.220143093	0.16510732	1.210787012	98.40396258	1817	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629120	portland public schools	MI	town-distant	2016-2017	0.05005005	0.45045045	0.3003003	2.752752753	94.99499499	1998	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629130	posen consolidated school district no. 9	MI	rural-remote	1994-1995	0.0	0.0	0.0	0.534759358	99.46524064	374	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629130	posen consolidated school district no. 9	MI	rural-remote	2016-2017	0.0	0.0	1.351351351	0.0	97.74774775	222	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629160	potterville public schools	MI	rural-fringe	1994-1995	0.539083558	0.269541779	1.886792453	3.908355795	93.39622642	742	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629160	potterville public schools	MI	rural-fringe	2016-2017	1.052631579	1.754385965	3.976608187	3.976608187	87.60233918	855	Undiverse	44.314844	-85.602364	Michigan"
"2629190	powell township schools	MI	rural-remote	1994-1995	0.0	0.0	0.0	0.0	100.0	83	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629190	powell township schools	MI	rural-remote	2016-2017	0.0	0.0	0.0	0.0	89.74358974	39	Undiverse	44.314844	-85.602364	Michigan"
"2629220	north central area schools	MI	rural-remote	1994-1995	2.508361204	0.16722408	0.16722408	0.0	97.15719064	598	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629220	north central area schools	MI	rural-remote	2016-2017	1.385041551	0.0	0.55401662	0.55401662	96.95290859	361	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629250	quincy community schools	MI	town-distant	1994-1995	0.064599483	0.258397933	0.19379845	0.19379845	99.28940568	1548	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629250	quincy community schools	MI	town-distant	2016-2017	0.162999185	1.059494703	0.244498778	2.770986145	94.13202934	1227	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629340	rapid river public schools	MI	rural-distant	1994-1995	13.24863884	0.54446461	0.0	0.0	86.20689655	551	Undiverse	44.314844	-85.602364	Michigan"
"2629340	rapid river public schools	MI	rural-distant	2016-2017	4.093567251	0.0	0.877192982	2.339181287	79.8245614	342	Undiverse	44.314844	-85.602364	Michigan"
"2629370	ravenna public schools	MI	rural-distant	1994-1995	0.74875208	0.499168053	0.332778702	1.580698835	96.83860233	1202	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629370	ravenna public schools	MI	rural-distant	2016-2017	0.487329435	0.584795322	0.877192982	8.966861598	88.10916179	1026	Undiverse	44.314844	-85.602364	Michigan"
"2629400	reading community schools	MI	rural-distant	1994-1995	0.0	0.097560976	0.0	0.0	99.90243902	1025	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629400	reading community schools	MI	rural-distant	2016-2017	1.397712834	0.254129606	1.524777637	1.778907243	93.77382465	787	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629460	redford union schools district no. 1	MI	suburban-large	1994-1995	0.897062122	0.717649697	1.592285266	1.054047993	95.73895492	4459	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629460	redford union schools district no. 1	MI	suburban-large	2016-2017	0.327198364	0.490797546	61.71779141	4.948875256	24.70347648	2445	Diverse	44.314844	-85.602364	Michigan"
"2629490	reed city area public schools	MI	rural-distant	1994-1995	0.464037123	0.556844548	1.20649652	0.185614849	97.58700696	2155	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629490	reed city area public schools	MI	rural-distant	2016-2017	0.566393958	0.440528634	0.943989931	1.699181875	93.45500315	1589	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629520	reese public schools	MI	rural-distant	1994-1995	0.0	0.865051903	0.605536332	4.498269896	94.03114187	1156	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629520	reese public schools	MI	rural-distant	2016-2017	0.124688279	0.748129676	0.872817955	5.985037406	88.65336658	802	Undiverse	44.314844	-85.602364	Michigan"
"2629540	reeths-puffer schools	MI	suburban-midsize	1994-1995	0.806265837	0.691085003	4.330799355	1.059663672	93.11218613	4341	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629540	reeths-puffer schools	MI	suburban-midsize	2016-2017	0.213162803	0.71942446	4.689581668	3.570476952	87.68984812	3753	Undiverse	44.314844	-85.602364	Michigan"
"2629580	republic-michigamme schools	MI	rural-remote	1994-1995	0.0	0.0	0.0	0.0	100.0	221	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629580	republic-michigamme schools	MI	rural-remote	2016-2017	1.587301587	0.0	0.0	0.0	96.03174603	126	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629670	richmond community schools	MI	town-fringe	1994-1995	0.898876404	0.617977528	0.449438202	0.842696629	97.19101124	1780	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629670	richmond community schools	MI	town-fringe	2016-2017	0.785634119	1.346801347	0.448933782	5.948372615	89.45005612	891	Undiverse	44.314844	-85.602364	Michigan"
"2629760	river rouge school district of the city of	MI	suburban-large	1994-1995	1.135867191	0.305810398	39.44954128	4.805591962	54.30318917	2289	Diverse	44.314844	-85.602364	Michigan"
"2629760	river rouge school district of the city of	MI	suburban-large	2016-2017	0.241109102	0.0	78.23990356	9.885473177	6.027727547	1659	Undiverse	44.314844	-85.602364	Michigan"
"2629790	river valley school district	MI	rural-distant	1994-1995	0.148698885	0.223048327	0.966542751	1.412639405	97.24907063	1345	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629790	river valley school district	MI	rural-distant	2016-2017	0.862068966	0.517241379	0.862068966	6.551724138	87.75862069	580	Undiverse	44.314844	-85.602364	Michigan"
"2629910	riverview community school district	MI	suburban-large	1994-1995	0.145843461	1.993193972	1.166747691	1.118133204	95.57608167	2057	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629910	riverview community school district	MI	suburban-large	2016-2017	0.356633381	0.998573466	5.206847361	9.629101284	81.77603424	2804	Undiverse	44.314844	-85.602364	Michigan"
"2629940	rochester community school district	MI	suburban-large	1994-1995	0.189175851	4.951472282	1.751932884	0.995229479	92.1121895	12158	Extremely undiverse	44.314844	-85.602364	Michigan"
"2629940	rochester community school district	MI	suburban-large	2016-2017	0.216567407	12.47292907	3.85760693	5.055495398	75.21656741	14776	Undiverse	44.314844	-85.602364	Michigan"
"2630030	rockford public schools	MI	suburban-large	1994-1995	0.239616613	1.006389776	0.511182109	0.958466454	97.28434505	6260	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630030	rockford public schools	MI	suburban-large	2016-2017	0.064499484	1.547987616	0.632094943	4.914860681	88.36429309	7752	Undiverse	44.314844	-85.602364	Michigan"
"2630060	rogers city area schools	MI	town-remote	1994-1995	0.0	0.110132159	0.440528634	0.0	99.44933921	908	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630060	rogers city area schools	MI	town-remote	2016-2017	0.180831826	0.0	0.904159132	2.712477396	94.21338156	553	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630090	romeo community schools	MI	suburban-large	1994-1995	0.089405454	0.514081359	1.475189987	0.804649084	97.11667412	4474	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630090	romeo community schools	MI	suburban-large	2016-2017	0.146670578	1.026694045	1.877383397	8.800234673	85.53828102	3409	Undiverse	44.314844	-85.602364	Michigan"
"2630120	romulus community schools	MI	suburban-large	1994-1995	1.152737752	0.261985853	36.44223212	1.283730679	60.8593136	3817	Diverse	44.314844	-85.602364	Michigan"
"2630120	romulus community schools	MI	suburban-large	2016-2017	0.034977265	0.314795383	70.51416579	4.022385449	22.59531305	2859	Diverse	44.314844	-85.602364	Michigan"
"2630210	roseville community schools	MI	suburban-large	1994-1995	2.267284049	1.596678908	1.884081111	1.053808079	93.19814785	6263	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630210	roseville community schools	MI	suburban-large	2016-2017	0.636537237	1.888393804	31.50859325	2.185444515	57.86123488	4713	Diverse	44.314844	-85.602364	Michigan"
"2630300	royal oak schools	MI	suburban-large	1994-1995	0.04008016	0.89512358	1.643286573	0.320641283	97.1008684	7485	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630300	royal oak schools	MI	suburban-large	2016-2017	0.188205772	1.798410707	8.490171476	4.3496445	78.7327478	4782	Undiverse	44.314844	-85.602364	Michigan"
"2630360	rudyard area schools	MI	rural-distant	1994-1995	14.11483254	1.993620415	0.717703349	0.797448166	82.37639553	1254	Undiverse	44.314844	-85.602364	Michigan"
"2630360	rudyard area schools	MI	rural-distant	2016-2017	35.47904192	1.047904192	3.443113772	0.748502994	58.98203593	668	Diverse	44.314844	-85.602364	Michigan"
"2630390	saginaw school district of the city of	MI	city-small	1994-1995	0.279449699	1.031814273	55.76096303	12.83319003	30.09458298	13956	Diverse	44.314844	-85.602364	Michigan"
"2630390	saginaw school district of the city of	MI	city-small	2016-2017	0.191038555	3.386592567	62.57381035	11.68808614	21.20527961	5758	Diverse	44.314844	-85.602364	Michigan"
"2630450	saginaw township community schools	MI	suburban-midsize	1994-1995	0.519318654	3.13668467	4.715413378	6.169505609	85.45907769	4814	Undiverse	44.314844	-85.602364	Michigan"
"2630450	saginaw township community schools	MI	suburban-midsize	2016-2017	0.236254296	4.768041237	16.60223368	13.01546392	61.83419244	4656	Diverse	44.314844	-85.602364	Michigan"
"2630480	north dickinson county schools	MI	rural-remote	1994-1995	0.0	0.0	0.378071834	0.378071834	99.24385633	529	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630480	north dickinson county schools	MI	rural-remote	2016-2017	2.5	0.714285714	0.0	0.714285714	92.85714286	280	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630660	saline area schools	MI	suburban-large	1994-1995	0.592783505	1.701030928	0.489690722	1.082474227	96.13402062	3880	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630660	saline area schools	MI	suburban-large	2016-2017	0.666666667	4.549019608	1.549019608	1.37254902	88.39215686	5100	Undiverse	44.314844	-85.602364	Michigan"
"2630780	sand creek community schools	MI	rural-distant	1994-1995	2.17155266	0.217155266	0.977198697	3.691639522	92.94245385	921	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630780	sand creek community schools	MI	rural-distant	2016-2017	0.452488688	0.452488688	0.452488688	5.090497738	91.74208145	884	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630840	sandusky community school district	MI	town-distant	1994-1995	0.0	0.201477502	0.268636669	1.611820013	97.91806582	1489	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630840	sandusky community school district	MI	town-distant	2016-2017	0.294117647	0.490196078	0.882352941	3.039215686	95.0	1020	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630930	saranac community schools	MI	rural-distant	1994-1995	0.570032573	0.244299674	0.16286645	1.54723127	97.47557003	1228	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630930	saranac community schools	MI	rural-distant	2016-2017	0.0	0.103950104	0.935550936	4.46985447	91.68399168	962	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630960	saugatuck public schools	MI	town-fringe	1994-1995	0.434782609	0.869565217	1.014492754	5.652173913	92.02898551	690	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630960	saugatuck public schools	MI	town-fringe	2016-2017	0.800915332	0.457665904	0.343249428	5.263157895	90.84668192	874	Extremely undiverse	44.314844	-85.602364	Michigan"
"2630990	sault ste. marie area schools	MI	rural-fringe	1994-1995	28.29192547	0.155279503	0.621118012	0.124223602	70.80745342	3220	Diverse	44.314844	-85.602364	Michigan"
"2630990	sault ste. marie area schools	MI	rural-fringe	2016-2017	36.05089538	1.319509896	1.272384543	0.848256362	60.46182846	2122	Diverse	44.314844	-85.602364	Michigan"
"2631020	schoolcraft community schools	MI	suburban-midsize	1994-1995	0.564971751	1.412429379	0.753295669	1.31826742	95.95103578	1062	Extremely undiverse	44.314844	-85.602364	Michigan"
"2631020	schoolcraft community schools	MI	suburban-midsize	2016-2017	0.184842884	0.369685767	0.462107209	2.402957486	94.08502773	1082	Extremely undiverse	44.314844	-85.602364	Michigan"
"2631320	shelby public schools	MI	rural-distant	1994-1995	0.508259212	0.127064803	0.317662008	14.48538755	84.56162643	1574	Undiverse	44.314844	-85.602364	Michigan"
"2631320	shelby public schools	MI	rural-distant	2016-2017	0.31225605	0.0	0.702576112	40.20296643	56.51834504	1281	Diverse	44.314844	-85.602364	Michigan"
"2631380	shepherd public schools	MI	rural-distant	1994-1995	1.664066563	0.468018721	0.676027041	1.560062402	95.63182527	1923	Extremely undiverse	44.314844	-85.602364	Michigan"
"2631380	shepherd public schools	MI	rural-distant	2016-2017	4.729344729	0.455840456	0.740740741	3.931623932	87.17948718	1755	Undiverse	44.314844	-85.602364	Michigan"
"2632070	sodus township s/d #5	MI	rural-fringe	1994-1995	0.0	0.0	0.0	49.31506849	50.68493151	73	Diverse	44.314844	-85.602364	Michigan"
"2632070	sodus township s/d #5	MI	rural-fringe	2016-2017	0.0	0.0	22.36842105	19.73684211	55.26315789	76	Diverse	44.314844	-85.602364	Michigan"
"2632220	south lake schools	MI	suburban-large	1994-1995	2.441189525	1.686640036	0.843320018	0.932090546	94.09675988	2253	Extremely undiverse	44.314844	-85.602364	Michigan"
"2632220	south lake schools	MI	suburban-large	2016-2017	0.0	1.497395833	47.20052083	3.385416667	40.10416667	1536	Diverse	44.314844	-85.602364	Michigan"
"2632250	south lyon community schools	MI	suburban-midsize	1994-1995	0.790598291	0.576923077	0.341880342	1.239316239	97.05128205	4680	Extremely undiverse	44.314844	-85.602364	Michigan"
"2632250	south lyon community schools	MI	suburban-midsize	2016-2017	0.036518564	3.566646379	3.14059647	4.796104687	85.58734023	8215	Undiverse	44.314844	-85.602364	Michigan"
