"LEAID	LEA_NAME	ST	d_Locale_Txt	SCHOOL_YEAR	AIAN	Asian	Black	Hispanic	White	Total	diverse	usa_state_latitude	usa_state_longitude	usa_state"
"600027	lake elsinore unified	CA	suburban-large	2016-2017	0.24911373	3.521126761	3.640892977	59.2363706	28.20254863	20874	Diverse	36.778261	-119.417932	California"
"600028	temecula valley unified	CA	city-midsize	1994-1995	2.101939558	4.835363103	2.534957149	17.25755525	73.27018493	11085	Diverse	36.778261	-119.417932	California"
"600028	temecula valley unified	CA	city-midsize	2016-2017	0.637627167	9.062902995	3.367244591	33.55423413	43.10431294	27916	Diverse	36.778261	-119.417932	California"
"600029	murrieta valley unified	CA	suburban-large	1994-1995	0.279436047	4.648799695	2.426012956	16.74075956	75.90499174	7873	Undiverse	36.778261	-119.417932	California"
"600029	murrieta valley unified	CA	suburban-large	2016-2017	0.295154185	9.004405286	5.224669604	35.90748899	42.76211454	22700	Diverse	36.778261	-119.417932	California"
"600031	big sur unified	CA	rural-remote	1994-1995	88.23529412	0.0	0.0	2.941176471	8.823529412	68	Undiverse	36.778261	-119.417932	California"
"600031	big sur unified	CA	rural-remote	2016-2017	0.0	7.142857143	0.0	42.85714286	50.0	14	Diverse	36.778261	-119.417932	California"
"600032	redondo beach unified	CA	suburban-large	1994-1995	0.37593985	8.545401966	4.352226721	21.83342973	64.89300174	6916	Diverse	36.778261	-119.417932	California"
"600032	redondo beach unified	CA	suburban-large	2016-2017	0.247780301	11.7798885	4.2742102	23.29134834	46.74788354	9686	Diverse	36.778261	-119.417932	California"
"600033	dos palos oro loma joint unified	CA	town-distant	1994-1995	0.0	0.502901354	7.698259188	61.00580271	30.79303675	2585	Diverse	36.778261	-119.417932	California"
"600033	dos palos oro loma joint unified	CA	town-distant	2016-2017	2.23390276	0.744634253	2.584318879	79.1064389	14.80508103	2283	Undiverse	36.778261	-119.417932	California"
"600034	windsor unified	CA	suburban-large	1994-1995	2.404465436	2.060970374	0.901674538	26.79261486	67.8402748	2329	Diverse	36.778261	-119.417932	California"
"600034	windsor unified	CA	suburban-large	2016-2017	1.281065847	2.280297207	0.819882142	44.65795542	48.42428901	3903	Diverse	36.778261	-119.417932	California"
"600035	farmersville unified	CA	suburban-midsize	1994-1995	0.212916962	0.638750887	0.638750887	79.34705465	19.16252661	1409	Undiverse	36.778261	-119.417932	California"
"600035	farmersville unified	CA	suburban-midsize	2016-2017	0.23706045	0.474120901	0.1580403	94.70564994	4.385618333	2531	Extremely undiverse	36.778261	-119.417932	California"
"600036	natomas unified	CA	city-large	1994-1995	1.13452188	10.08103728	29.14100486	22.59319287	37.05024311	3085	Diverse	36.778261	-119.417932	California"
"600036	natomas unified	CA	city-large	2016-2017	0.674553757	19.8007472	20.84889996	35.28435035	14.33167289	9636	Diverse	36.778261	-119.417932	California"
"600037	ferndale unified	CA	rural-distant	1994-1995	0.0	1.001669449	0.333889816	6.176961603	92.48747913	599	Extremely undiverse	36.778261	-119.417932	California"
"600037	ferndale unified	CA	rural-distant	2016-2017	4.093567251	0.974658869	0.584795322	22.61208577	71.15009747	513	Diverse	36.778261	-119.417932	California"
"600038	mattole unified	CA	rural-remote	1994-1995	9.150326797	0.0	0.0	1.307189542	89.54248366	153	Undiverse	36.778261	-119.417932	California"
"600038	mattole unified	CA	rural-remote	2016-2017	0.0	1.754385965	0.0	3.50877193	85.96491228	57	Undiverse	36.778261	-119.417932	California"
"600039	delhi unified	CA	suburban-small	1994-1995	0.450112528	2.925731433	1.650412603	59.2648162	35.70892723	1333	Diverse	36.778261	-119.417932	California"
"600039	delhi unified	CA	suburban-small	2016-2017	0.038624952	3.283120896	0.308999614	89.33951333	6.682116647	2589	Undiverse	36.778261	-119.417932	California"
"600040	riverdale joint unified	CA	town-fringe	2016-2017	0.497203232	0.62150404	0.683654444	83.46799254	14.54319453	1609	Undiverse	36.778261	-119.417932	California"
"600042	warner unified	CA	rural-distant	2016-2017	30.57324841	1.27388535	1.27388535	35.66878981	27.38853503	157	Diverse	36.778261	-119.417932	California"
"600043	scotts valley unified	CA	suburban-midsize	2016-2017	0.35971223	4.116706635	0.319744205	13.78896882	71.22302158	2502	Diverse	36.778261	-119.417932	California"
"600044	healdsburg unified	CA	suburban-large	2016-2017	0.461538462	1.230769231	0.538461538	67.30769231	29.84615385	1300	Diverse	36.778261	-119.417932	California"
"600045	orland joint unified	CA	town-distant	2016-2017	0.829111009	3.040073699	0.276370336	61.8608936	33.2565638	2171	Diverse	36.778261	-119.417932	California"
"600046	gonzales unified	CA	town-distant	2016-2017	0.37593985	0.66833751	0.125313283	96.90893901	1.712614871	2394	Extremely undiverse	36.778261	-119.417932	California"
"600047	tracy joint unified	CA	suburban-small	2016-2017	0.287202779	17.70638525	6.171520171	50.62783863	21.61367887	14972	Diverse	36.778261	-119.417932	California"
"600048	paso robles joint unified	CA	city-small	2016-2017	0.413412954	1.347419997	1.485224315	53.23840147	40.269484	6531	Diverse	36.778261	-119.417932	California"
"600049	coast unified	CA	rural-fringe	2016-2017	0.469483568	1.564945227	0.938967136	62.59780908	31.61189358	639	Diverse	36.778261	-119.417932	California"
"600051	gridley unified	CA	town-distant	2016-2017	0.351053159	2.858575727	0.300902708	57.37211635	35.20561685	1994	Diverse	36.778261	-119.417932	California"
"600052	eureka city schools	CA	town-remote	2016-2017	5.650027427	12.94569391	2.578167855	21.61272628	47.72353264	3646	Diverse	36.778261	-119.417932	California"
"600060	hughson unified	CA	suburban-large	2016-2017	0.340964442	0.876765709	0.097418412	56.01558695	41.45153434	2053	Diverse	36.778261	-119.417932	California"
"600061	riverbank unified	CA	suburban-large	2016-2017	0.398582817	1.107174491	0.930026572	79.05225864	16.78476528	2258	Undiverse	36.778261	-119.417932	California"
"600062	oakdale joint unified	CA	suburban-large	2016-2017	0.846623351	2.264225241	0.570978539	37.15298287	57.27505414	5079	Diverse	36.778261	-119.417932	California"
"600063	waterford unified	CA	town-fringe	2016-2017	0.501672241	1.337792642	1.337792642	64.04682274	31.71683389	1794	Diverse	36.778261	-119.417932	California"
"600064	porterville unified	CA	city-small	2016-2017	2.159909056	3.145130731	0.522925351	81.3944676	11.04206139	13195	Undiverse	36.778261	-119.417932	California"
"600065	dinuba unified	CA	town-distant	2016-2017	0.579483164	2.129992169	0.407204385	92.10649961	4.761158966	6385	Extremely undiverse	36.778261	-119.417932	California"
"600067	caruthers unified	CA	rural-distant	2016-2017	0.421348315	5.47752809	0.280898876	83.49719101	9.33988764	1424	Undiverse	36.778261	-119.417932	California"
"600068	golden valley unified	CA	town-fringe	2016-2017	0.823723229	2.690829215	0.988467875	40.30752334	52.8830313	1821	Diverse	36.778261	-119.417932	California"
"600069	valley center-pauma unified	CA	rural-fringe	2016-2017	8.957117483	1.700076123	0.482111139	52.34712002	32.45369196	3941	Diverse	36.778261	-119.417932	California"
"600116	chawanakee unified	CA	rural-distant	2016-2017	13.96054628	0.606980273	1.062215478	16.84370258	63.12594841	659	Diverse	36.778261	-119.417932	California"
"600153	alhambra unified	CA	suburban-large	2016-2017	0.190261014	53.84981271	0.618348297	40.96557465	2.015577621	16819	Diverse	36.778261	-119.417932	California"
"600158	turlock unified	CA	suburban-small	2016-2017	0.686281668	5.957508944	1.978535446	56.69124626	32.48156531	13697	Diverse	36.778261	-119.417932	California"
"600159	scott valley unified	CA	rural-remote	2016-2017	12.46105919	2.336448598	0.934579439	11.99376947	63.08411215	642	Diverse	36.778261	-119.417932	California"
"600160	yosemite unified	CA	rural-distant	2016-2017	3.501228501	1.781326781	0.552825553	17.50614251	68.91891892	1628	Diverse	36.778261	-119.417932	California"
"601331	trinity alps unified	CA	rural-remote	2016-2017	6.334231806	1.347708895	0.539083558	9.703504043	73.31536388	742	Diverse	36.778261	-119.417932	California"
"601332	twin rivers unified	CA	suburban-large	2016-2017	0.751360221	12.12108127	14.89765956	44.81388721	21.14604025	23158	Diverse	36.778261	-119.417932	California"
"601339	hamilton unified	CA	rural-distant	2016-2017	0.437317784	1.166180758	0.29154519	85.13119534	6.997084548	686	Undiverse	36.778261	-119.417932	California"
"601409	bishop unified	CA	town-remote	2016-2017	14.63013699	1.260273973	0.493150685	37.91780822	38.79452055	1825	Diverse	36.778261	-119.417932	California"
"601410	lammersville joint unified	CA	town-fringe	2016-2017	0.553097345	42.63274336	6.615044248	19.02654867	23.5840708	4520	Diverse	36.778261	-119.417932	California"
"601414	santa barbara unified	CA	city-small	2016-2017	0.521483658	4.186558942	1.087036357	59.97796548	33.29416085	13615	Diverse	36.778261	-119.417932	California"
"601415	washington unified	CA	city-large	2016-2017	1.474103586	9.243027888	6.215139442	73.66533865	7.80876494	2510	Diverse	36.778261	-119.417932	California"
"601418	woodlake unified	CA	town-fringe	2016-2017	0.280373832	0.747663551	0.280373832	91.07476636	7.336448598	2140	Extremely undiverse	36.778261	-119.417932	California"
"601420	fortuna elementary	CA	town-remote	2016-2017	3.027681661	1.038062284	0.692041522	37.62975779	50.25951557	1156	Diverse	36.778261	-119.417932	California"
"601421	santa paula unified	CA	town-fringe	2016-2017	0.075004688	0.300018751	0.112507032	95.74348397	3.56272267	5333	Extremely undiverse	36.778261	-119.417932	California"
"601423	exeter unified	CA	suburban-midsize	2016-2017	0.772911299	1.030548399	0.736105999	58.81486934	37.13654766	2717	Diverse	36.778261	-119.417932	California"
"601426	bonsall unified	CA	suburban-large	2016-2017	4.541595925	5.432937182	2.122241087	32.21561969	48.21731749	2356	Diverse	36.778261	-119.417932	California"
"601427	penn valley union elementary	CA	town-distant	2016-2017	1.615798923	1.256732496	0.718132855	11.66965889	78.27648115	557	Undiverse	36.778261	-119.417932	California"
"601428	wiseburn unified	CA	suburban-large	2016-2017	0.276570525	5.53141051	14.1050968	53.41762149	17.97708416	2531	Diverse	36.778261	-119.417932	California"
"601442	upper lake unified	CA	town-distant	2016-2017	9.705159705	1.228501229	0.85995086	30.95823096	52.94840295	814	Diverse	36.778261	-119.417932	California"
"601620	abc unified	CA	suburban-large	1994-1995	0.217451652	38.10955862	9.688165078	30.60053669	21.38428796	21614	Diverse	36.778261	-119.417932	California"
"601620	abc unified	CA	suburban-large	2016-2017	0.28540498	37.38805236	8.626119476	44.91191812	6.244464128	20322	Diverse	36.778261	-119.417932	California"
"601650	acalanes union high	CA	suburban-large	1994-1995	0.230893558	13.5303625	1.223735858	5.402909259	79.61209882	4331	Undiverse	36.778261	-119.417932	California"
"601650	acalanes union high	CA	suburban-large	2016-2017	0.164353543	15.7596786	1.716581446	9.185536888	65.85098612	5476	Diverse	36.778261	-119.417932	California"
"601710	adelanto elementary	CA	suburban-large	1994-1995	0.64167511	3.748733536	11.5163796	40.99966228	43.09354948	2961	Diverse	36.778261	-119.417932	California"
"601710	adelanto elementary	CA	suburban-large	2016-2017	0.336498017	2.499699555	21.87237111	62.25213316	7.979810119	8321	Diverse	36.778261	-119.417932	California"
"601770	alameda unified	CA	suburban-large	1994-1995	1.095890411	32.38747554	15.39138943	10.49902153	40.62622309	10220	Diverse	36.778261	-119.417932	California"
"601770	alameda unified	CA	suburban-large	2016-2017	0.283671848	37.43333712	7.375468059	15.11403608	29.10473165	8813	Diverse	36.778261	-119.417932	California"
"601860	albany city unified	CA	suburban-large	1994-1995	0.787941076	25.93353888	10.96265844	10.00342583	52.31243577	2919	Diverse	36.778261	-119.417932	California"
"601860	albany city unified	CA	suburban-large	2016-2017	0.135427952	29.36078007	3.169014085	16.22426869	36.97183099	3692	Diverse	36.778261	-119.417932	California"
"601890	alexander valley union elementary	CA	rural-fringe	1994-1995	0.0	0.0	0.0	21.96969697	78.03030303	132	Undiverse	36.778261	-119.417932	California"
"601890	alexander valley union elementary	CA	rural-fringe	2016-2017	0.0	0.0	0.769230769	36.92307692	61.53846154	130	Diverse	36.778261	-119.417932	California"
"601950	alisal union	CA	city-midsize	1994-1995	0.186915888	2.803738318	0.866610025	91.70773152	4.435004248	5885	Extremely undiverse	36.778261	-119.417932	California"
"601950	alisal union	CA	city-midsize	2016-2017	0.044444444	1.611111111	0.322222222	91.28888889	1.022222222	9000	Extremely undiverse	36.778261	-119.417932	California"
"601980	allensworth elementary	CA	rural-distant	1994-1995	0.0	5.882352941	3.529411765	78.82352941	11.76470588	85	Undiverse	36.778261	-119.417932	California"
"601980	allensworth elementary	CA	rural-distant	2016-2017	0.0	0.0	1.282051282	98.71794872	0.0	78	Extremely undiverse	36.778261	-119.417932	California"
"602010	alpaugh unified	CA	rural-distant	1994-1995	0.0	0.0	0.0	67.02997275	32.97002725	367	Diverse	36.778261	-119.417932	California"
"602010	alpaugh unified	CA	rural-distant	2016-2017	0.294985251	1.179941003	0.0	91.74041298	6.489675516	339	Extremely undiverse	36.778261	-119.417932	California"
"602070	alpine county unified	CA	rural-distant	1994-1995	38.85714286	0.0	1.142857143	1.714285714	58.28571429	175	Diverse	36.778261	-119.417932	California"
"602070	alpine county unified	CA	rural-distant	2016-2017	40.0	0.0	0.0	5.0	52.5	80	Diverse	36.778261	-119.417932	California"
"602100	alpine union elementary	CA	suburban-large	1994-1995	4.364508393	1.726618705	0.767386091	7.290167866	85.85131894	2085	Undiverse	36.778261	-119.417932	California"
"602100	alpine union elementary	CA	suburban-large	2016-2017	4.679064187	2.519496101	2.099580084	23.09538092	63.22735453	1667	Diverse	36.778261	-119.417932	California"
"602160	alta loma elementary	CA	suburban-large	1994-1995	0.090241073	4.563619956	7.348201624	16.88797215	71.10996519	7757	Diverse	36.778261	-119.417932	California"
"602160	alta loma elementary	CA	suburban-large	2016-2017	0.517961571	8.838763576	6.365914787	44.69507101	38.07852966	5985	Diverse	36.778261	-119.417932	California"
"602220	alta vista elementary	CA	suburban-small	1994-1995	1.383399209	11.66007905	0.197628458	46.83794466	39.92094862	506	Diverse	36.778261	-119.417932	California"
"602220	alta vista elementary	CA	suburban-small	2016-2017	0.720720721	4.324324324	0.0	80.9009009	13.69369369	555	Undiverse	36.778261	-119.417932	California"
"602250	alta-dutch flat union elementary	CA	rural-distant	1994-1995	0.0	1.449275362	0.0	4.830917874	93.71980676	207	Extremely undiverse	36.778261	-119.417932	California"
"602250	alta-dutch flat union elementary	CA	rural-distant	2016-2017	0.961538462	0.961538462	0.0	5.769230769	87.5	104	Undiverse	36.778261	-119.417932	California"
"602310	alum rock union elementary	CA	city-large	1994-1995	0.959777736	22.12540254	3.984340469	64.75973985	8.170739408	15837	Diverse	36.778261	-119.417932	California"
"602310	alum rock union elementary	CA	city-large	2016-2017	0.250438267	19.10843977	1.289757075	76.79689457	1.677936389	7986	Undiverse	36.778261	-119.417932	California"
"602360	alview-dairyland union elementary	CA	rural-distant	1994-1995	0.0	0.0	0.259067358	35.23316062	64.50777202	386	Diverse	36.778261	-119.417932	California"
"602360	alview-dairyland union elementary	CA	rural-distant	2016-2017	0.262467192	2.624671916	0.0	55.90551181	40.94488189	381	Diverse	36.778261	-119.417932	California"
"602430	alvord unified	CA	city-large	1994-1995	0.336968509	7.131478985	6.671976473	41.39811298	44.46146306	16322	Diverse	36.778261	-119.417932	California"
"602430	alvord unified	CA	city-large	2016-2017	0.210814799	5.428481079	3.705070096	78.78676083	10.59344366	18974	Undiverse	36.778261	-119.417932	California"
"602450	amador county unified	CA	town-distant	1994-1995	3.02173913	0.739130435	0.608695652	6.086956522	89.54347826	4600	Undiverse	36.778261	-119.417932	California"
"602450	amador county unified	CA	town-distant	2016-2017	2.506666667	1.653333333	0.586666667	20.21333333	68.72	3750	Diverse	36.778261	-119.417932	California"
"602610	anaheim elementary	CA	city-large	1994-1995	0.239493642	7.338769459	2.491874323	69.31060044	20.61926213	17537	Diverse	36.778261	-119.417932	California"
"602610	anaheim elementary	CA	city-large	2016-2017	0.08742214	5.988416566	1.3768987	86.26379631	4.529559611	18302	Undiverse	36.778261	-119.417932	California"
"602630	anaheim union high	CA	city-large	1994-1995	0.573621831	16.40305369	3.669492598	41.77316631	37.58066557	23709	Diverse	36.778261	-119.417932	California"
"602630	anaheim union high	CA	city-large	2016-2017	0.446024347	18.18639123	2.307253764	66.63872028	10.10094235	29819	Diverse	36.778261	-119.417932	California"
"602670	west sonoma county union high	CA	suburban-large	1994-1995	2.231947484	2.49452954	1.13785558	8.884026258	85.25164114	2285	Undiverse	36.778261	-119.417932	California"
"602670	west sonoma county union high	CA	suburban-large	2016-2017	0.777777778	3.666666667	1.111111111	20.44444444	71.05555556	1800	Diverse	36.778261	-119.417932	California"
"602700	anderson union high	CA	rural-distant	1994-1995	6.765523633	1.668211307	0.556070436	4.726598703	86.28359592	2158	Undiverse	36.778261	-119.417932	California"
"602700	anderson union high	CA	rural-distant	2016-2017	5.091649695	3.39443313	1.493550577	16.97216565	70.40054311	1473	Diverse	36.778261	-119.417932	California"
"602730	anderson valley unified	CA	rural-remote	1994-1995	1.482701812	0.329489292	0.329489292	35.2553542	62.6029654	607	Diverse	36.778261	-119.417932	California"
"602730	anderson valley unified	CA	rural-remote	2016-2017	0.811359026	0.202839757	1.014198783	75.86206897	21.70385396	493	Undiverse	36.778261	-119.417932	California"
"602760	antelope elementary	CA	town-distant	1994-1995	0.206185567	0.824742268	1.030927835	5.360824742	92.57731959	485	Extremely undiverse	36.778261	-119.417932	California"
"602760	antelope elementary	CA	town-distant	2016-2017	2.141900937	1.606425703	1.204819277	23.4270415	68.54082999	747	Diverse	36.778261	-119.417932	California"
"602820	antelope valley union high	CA	suburban-large	1994-1995	0.497333141	4.36788237	12.46936716	25.3928211	57.27259622	13874	Diverse	36.778261	-119.417932	California"
"602820	antelope valley union high	CA	suburban-large	2016-2017	0.280040733	2.953156823	17.38798371	61.46639511	13.85437882	19640	Diverse	36.778261	-119.417932	California"
"602850	antioch unified	CA	suburban-large	1994-1995	1.534543992	7.123232594	6.674261208	18.63566307	66.03229914	14923	Diverse	36.778261	-119.417932	California"
"602850	antioch unified	CA	suburban-large	2016-2017	0.500617645	10.51297055	25.15441129	44.24289708	14.32286587	15381	Diverse	36.778261	-119.417932	California"
"602970	arcadia unified	CA	city-small	1994-1995	0.034238758	48.68751427	1.015749829	10.67107966	39.59141748	8762	Diverse	36.778261	-119.417932	California"
"602970	arcadia unified	CA	city-small	2016-2017	0.126769491	68.31819142	1.764208747	14.35664483	13.53264314	9466	Diverse	36.778261	-119.417932	California"
"603000	arcata elementary	CA	town-remote	1994-1995	9.230769231	2.256410256	1.743589744	3.282051282	83.48717949	975	Undiverse	36.778261	-119.417932	California"
"603000	arcata elementary	CA	town-remote	2016-2017	5.283757339	2.935420744	1.761252446	18.00391389	60.07827789	511	Diverse	36.778261	-119.417932	California"
"603030	northern humboldt union high	CA	town-remote	1994-1995	8.015695067	1.513452915	0.784753363	3.3632287	86.32286996	1784	Undiverse	36.778261	-119.417932	California"
"603030	northern humboldt union high	CA	town-remote	2016-2017	4.845505618	2.31741573	0.842696629	11.09550562	69.94382022	1424	Diverse	36.778261	-119.417932	California"
"603060	arcohe union elementary	CA	rural-fringe	1994-1995	0.775193798	4.069767442	0.968992248	8.333333333	85.85271318	516	Undiverse	36.778261	-119.417932	California"
"603060	arcohe union elementary	CA	rural-fringe	2016-2017	1.10864745	1.99556541	2.66075388	45.23281596	43.90243902	451	Diverse	36.778261	-119.417932	California"
"603090	arena union elementary	CA	rural-remote	1994-1995	17.51412429	0.282485876	0.564971751	8.192090395	73.44632768	354	Diverse	36.778261	-119.417932	California"
"603090	arena union elementary	CA	rural-remote	2016-2017	9.448818898	0.0	0.0	53.93700787	31.88976378	254	Diverse	36.778261	-119.417932	California"
"603180	armona union elementary	CA	suburban-small	1994-1995	0.415800416	2.702702703	5.301455301	46.56964657	45.01039501	962	Diverse	36.778261	-119.417932	California"
"603180	armona union elementary	CA	suburban-small	2016-2017	1.244813278	0.933609959	2.904564315	86.2033195	7.676348548	964	Undiverse	36.778261	-119.417932	California"
"603270	arvin union	CA	town-fringe	1994-1995	0.086617583	0.952793417	0.476396709	87.78692074	10.69727155	2309	Undiverse	36.778261	-119.417932	California"
"603270	arvin union	CA	town-fringe	2016-2017	0.165125495	0.231175694	0.528401585	95.83883752	3.137384412	3028	Extremely undiverse	36.778261	-119.417932	California"
"603300	atascadero unified	CA	suburban-small	1994-1995	0.581009296	1.676626826	1.560424967	9.279548473	86.90239044	6024	Undiverse	36.778261	-119.417932	California"
"603300	atascadero unified	CA	suburban-small	2016-2017	0.959393128	2.476572959	1.294065149	27.68853191	64.72556894	4482	Diverse	36.778261	-119.417932	California"
"603420	atwater elementary	CA	suburban-midsize	1994-1995	0.445670628	14.28268251	8.807300509	29.85993209	46.60441426	4712	Diverse	36.778261	-119.417932	California"
"603420	atwater elementary	CA	suburban-midsize	2016-2017	0.706499798	4.662898668	2.240613646	70.79127977	19.47920872	4954	Diverse	36.778261	-119.417932	California"
"603480	auburn union elementary	CA	town-fringe	1994-1995	3.130434783	2.017391304	0.939130435	4.556521739	89.35652174	2875	Undiverse	36.778261	-119.417932	California"
"603480	auburn union elementary	CA	town-fringe	2016-2017	1.157024793	2.892561983	1.404958678	35.12396694	55.12396694	1210	Diverse	36.778261	-119.417932	California"
"603600	azusa unified	CA	suburban-large	1994-1995	0.052631579	3.377192982	3.780701754	74.03508772	18.75438596	11400	Diverse	36.778261	-119.417932	California"
"603600	azusa unified	CA	suburban-large	2016-2017	0.221393615	2.167326963	1.293404801	92.33278956	3.390817991	8582	Extremely undiverse	36.778261	-119.417932	California"
"603610	baker valley unified	CA	rural-remote	1994-1995	0.0	1.41509434	0.943396226	35.8490566	61.79245283	212	Diverse	36.778261	-119.417932	California"
"603610	baker valley unified	CA	rural-remote	2016-2017	0.0	0.0	0.0	88.70967742	11.29032258	124	Undiverse	36.778261	-119.417932	California"
"603630	bakersfield city	CA	city-large	1994-1995	1.214203895	2.46277205	13.65406644	56.14356625	26.52539137	26190	Diverse	36.778261	-119.417932	California"
"603630	bakersfield city	CA	city-large	2016-2017	0.494788231	1.332629635	7.939701808	78.93191714	9.53291991	30316	Undiverse	36.778261	-119.417932	California"
"603690	baldwin park unified	CA	suburban-large	1994-1995	0.36923462	8.78027411	2.00262845	82.68978034	6.158082483	15979	Undiverse	36.778261	-119.417932	California"
"603690	baldwin park unified	CA	suburban-large	2016-2017	0.128021688	7.380073801	0.557270879	91.18909556	0.730476693	13279	Extremely undiverse	36.778261	-119.417932	California"
"603720	ballard elementary	CA	rural-fringe	1994-1995	0.0	0.0	0.0	8.461538462	91.53846154	130	Extremely undiverse	36.778261	-119.417932	California"
"603720	ballard elementary	CA	rural-fringe	2016-2017	0.0	2.325581395	0.775193798	13.95348837	81.39534884	129	Undiverse	36.778261	-119.417932	California"
"603750	ballico-cressey elementary	CA	rural-fringe	1994-1995	0.0	1.479289941	0.295857988	54.73372781	43.49112426	338	Diverse	36.778261	-119.417932	California"
"603750	ballico-cressey elementary	CA	rural-fringe	2016-2017	0.804289544	2.949061662	1.340482574	56.56836461	27.88203753	373	Diverse	36.778261	-119.417932	California"
"603780	bangor union elementary	CA	rural-distant	1994-1995	0.564971751	2.259887006	2.259887006	9.039548023	85.87570621	177	Undiverse	36.778261	-119.417932	California"
"603780	bangor union elementary	CA	rural-distant	2016-2017	4.597701149	0.0	0.0	14.94252874	77.01149425	87	Undiverse	36.778261	-119.417932	California"
"603840	banning unified	CA	suburban-large	1994-1995	5.325316728	14.51578269	11.98196264	33.28322955	34.8937084	4657	Diverse	36.778261	-119.417932	California"
"603840	banning unified	CA	suburban-large	2016-2017	2.489530014	5.793392275	7.980456026	68.21777571	12.30805026	4298	Diverse	36.778261	-119.417932	California"
"603870	banta elementary	CA	rural-fringe	1994-1995	0.0	0.729927007	5.109489051	27.00729927	67.15328467	274	Diverse	36.778261	-119.417932	California"
"603870	banta elementary	CA	rural-fringe	2016-2017	0.0	1.385041551	1.108033241	67.86703601	25.20775623	361	Diverse	36.778261	-119.417932	California"
"604020	barstow unified	CA	town-distant	1994-1995	1.921175307	2.75462636	11.34341009	35.17445967	48.80632858	7079	Diverse	36.778261	-119.417932	California"
"604020	barstow unified	CA	town-distant	2016-2017	1.133522254	2.61710285	17.68628105	52.3753959	20.9368228	5999	Diverse	36.778261	-119.417932	California"
"604080	bass lake joint union elementary	CA	town-distant	1994-1995	7.196029777	1.240694789	0.578990902	7.361455749	83.62282878	1209	Undiverse	36.778261	-119.417932	California"
"604080	bass lake joint union elementary	CA	town-distant	2016-2017	1.967592593	2.314814815	0.462962963	18.51851852	73.72685185	864	Diverse	36.778261	-119.417932	California"
"604110	bassett unified	CA	suburban-large	1994-1995	0.228350606	5.585807132	2.529422097	87.10697348	4.549446689	5693	Undiverse	36.778261	-119.417932	California"
"604110	bassett unified	CA	suburban-large	2016-2017	0.164699424	4.639033763	0.76859731	93.27477354	1.152895965	3643	Extremely undiverse	36.778261	-119.417932	California"
"604200	bayshore elementary	CA	suburban-large	1994-1995	0.449438202	52.58426966	14.83146067	26.29213483	5.842696629	445	Diverse	36.778261	-119.417932	California"
"604200	bayshore elementary	CA	suburban-large	2016-2017	0.0	46.4673913	4.076086957	42.93478261	2.717391304	368	Diverse	36.778261	-119.417932	California"
"604230	bear valley unified	CA	town-distant	1994-1995	1.313432836	0.746268657	0.895522388	9.462686567	87.58208955	3350	Undiverse	36.778261	-119.417932	California"
"604230	bear valley unified	CA	town-distant	2016-2017	0.4048583	1.133603239	0.769230769	34.65587045	59.95951417	2470	Diverse	36.778261	-119.417932	California"
"604260	beardsley elementary	CA	suburban-large	1994-1995	1.388888889	0.868055556	0.462962963	14.75694444	82.52314815	1728	Undiverse	36.778261	-119.417932	California"
"604260	beardsley elementary	CA	suburban-large	2016-2017	0.386740331	0.331491713	3.20441989	38.12154696	50.99447514	1810	Diverse	36.778261	-119.417932	California"
"604290	beaumont unified	CA	suburban-large	1994-1995	1.033362858	1.830528491	3.54295837	31.17803366	62.41511662	3387	Diverse	36.778261	-119.417932	California"
"604290	beaumont unified	CA	suburban-large	2016-2017	0.898615076	5.952003383	6.110582514	52.27825352	31.82154562	9459	Diverse	36.778261	-119.417932	California"
"604350	bella vista elementary	CA	rural-fringe	1994-1995	1.747572816	0.582524272	0.0	6.213592233	91.45631068	515	Extremely undiverse	36.778261	-119.417932	California"
"604350	bella vista elementary	CA	rural-fringe	2016-2017	4.709141274	3.324099723	1.939058172	10.8033241	76.17728532	361	Undiverse	36.778261	-119.417932	California"
"604380	bellevue union	CA	suburban-large	1994-1995	3.249630724	3.76661743	6.868537666	41.28508124	44.83013294	1354	Diverse	36.778261	-119.417932	California"
"604380	bellevue union	CA	suburban-large	2016-2017	0.911680912	3.076923077	1.424501425	84.5014245	9.002849003	1755	Undiverse	36.778261	-119.417932	California"
"604440	bellflower unified	CA	suburban-large	1994-1995	0.417946093	9.970999659	14.47458205	31.84066871	43.29580348	11724	Diverse	36.778261	-119.417932	California"
"604440	bellflower unified	CA	suburban-large	2016-2017	0.49596503	9.330867518	12.98755884	64.71082717	10.02017485	11896	Diverse	36.778261	-119.417932	California"
"604500	belleview elementary	CA	rural-fringe	1994-1995	1.673640167	2.510460251	0.418410042	7.531380753	87.86610879	239	Undiverse	36.778261	-119.417932	California"
"604500	belleview elementary	CA	rural-fringe	2016-2017	1.360544218	2.721088435	3.401360544	21.76870748	68.02721088	147	Diverse	36.778261	-119.417932	California"
"604530	belmont-redwood shores elementary	CA	suburban-large	1994-1995	0.752587018	15.23988711	3.433678269	9.971777987	70.60206961	2126	Diverse	36.778261	-119.417932	California"
"604530	belmont-redwood shores elementary	CA	suburban-large	2016-2017	0.142450142	31.22032289	1.685660019	11.84710351	42.42640076	4212	Diverse	36.778261	-119.417932	California"
"604560	belridge elementary	CA	rural-remote	1994-1995	0.0	0.0	0.0	47.69230769	52.30769231	65	Diverse	36.778261	-119.417932	California"
